lat,long,extra 
41.225,-73.125,0
41.225,-73.145,0
41.225,-73.155,0
41.225,-73.165,0
41.225,-73.175,0
41.225,-73.185,0
41.225,-73.215,0
41.225,-73.225,0
41.225,-73.235,0
41.225,-73.245,0
41.225,-73.255,0
41.225,-73.265,0
41.225,-73.275,0
41.225,-73.285,0
41.225,-73.295,0
41.225,-73.305,0
41.225,-73.315,0
41.225,-73.325,0
41.225,-73.335,0
41.225,-73.345,0
41.225,-73.355,0
41.225,-73.395,0
41.225,-73.405,0
41.225,-73.415,0
41.225,-73.425,0
41.225,-73.485,0
41.225,-73.495,0
41.235,-72.975,0
41.235,-72.985,0
41.235,-72.995,0
41.235,-73.005,0
41.235,-73.015,0
41.235,-73.025,0
41.235,-73.035,0
41.235,-73.045,0
41.235,-73.055,0
41.235,-73.065,0
41.235,-73.075,0
41.235,-73.085,0
41.235,-73.105,0
41.235,-73.115,0
41.235,-73.125,0
41.235,-73.135,0
41.235,-73.145,0
41.235,-73.155,0
41.235,-73.165,0
41.235,-73.175,0
41.235,-73.185,0
41.235,-73.215,0
41.235,-73.225,0
41.235,-73.235,0
41.235,-73.255,0
41.235,-73.265,0
41.235,-73.275,0
41.235,-73.285,0
41.235,-73.295,0
41.235,-73.305,0
41.235,-73.315,0
41.235,-73.325,0
41.235,-73.335,0
41.235,-73.345,0
41.235,-73.355,0
41.235,-73.365,0
41.235,-73.375,0
41.235,-73.385,0
41.235,-73.395,0
41.235,-73.405,0
41.235,-73.415,0
41.235,-73.425,0
41.235,-73.435,0
41.235,-73.495,0
41.245,-72.545,0
41.245,-72.865,0
41.245,-72.875,0
41.245,-72.885,0
41.245,-72.965,0
41.245,-72.975,0
41.245,-72.985,0
41.245,-73.025,0
41.245,-73.035,0
41.245,-73.045,0
41.245,-73.055,0
41.245,-73.065,0
41.245,-73.075,0
41.245,-73.105,0
41.245,-73.155,0
41.245,-73.165,0
41.245,-73.175,0
41.245,-73.185,0
41.245,-73.195,0
41.245,-73.205,0
41.245,-73.215,0
41.245,-73.225,0
41.245,-73.235,0
41.245,-73.255,0
41.245,-73.265,0
41.245,-73.275,0
41.245,-73.285,0
41.245,-73.295,0
41.245,-73.305,0
41.245,-73.315,0
41.245,-73.325,0
41.245,-73.345,0
41.245,-73.355,0
41.245,-73.365,0
41.245,-73.375,0
41.245,-73.405,0
41.245,-73.415,0
41.245,-73.425,0
41.245,-73.435,0
41.245,-73.445,0
41.245,-73.495,0
41.245,-73.505,0
41.255,-72.505,0
41.255,-72.515,0
41.255,-72.545,0
41.255,-72.555,0
41.255,-72.795,0
41.255,-72.835,0
41.255,-72.845,0
41.255,-72.855,0
41.255,-72.865,0
41.255,-72.875,0
41.255,-72.885,0
41.255,-72.895,0
41.255,-72.935,0
41.255,-72.945,0
41.255,-72.955,0
41.255,-72.965,0
41.255,-72.975,0
41.255,-73.005,0
41.255,-73.015,0
41.255,-73.025,0
41.255,-73.035,0
41.255,-73.045,0
41.255,-73.055,0
41.255,-73.065,0
41.255,-73.075,0
41.255,-73.095,0
41.255,-73.105,0
41.255,-73.145,0
41.255,-73.155,0
41.255,-73.165,0
41.255,-73.175,0
41.255,-73.185,0
41.255,-73.195,0
41.255,-73.205,0
41.255,-73.215,0
41.255,-73.225,0
41.255,-73.235,0
41.255,-73.265,0
41.255,-73.275,0
41.255,-73.285,0
41.255,-73.295,0
41.255,-73.305,0
41.255,-73.355,0
41.255,-73.365,0
41.255,-73.375,0
41.255,-73.415,0
41.255,-73.425,0
41.255,-73.435,0
41.255,-73.445,0
41.255,-73.495,0
41.255,-73.505,0
41.265,-72.355,0
41.265,-72.365,0
41.265,-72.375,0
41.265,-72.385,0
41.265,-72.395,0
41.265,-72.485,0
41.265,-72.495,0
41.265,-72.505,0
41.265,-72.515,0
41.265,-72.555,0
41.265,-72.565,0
41.265,-72.595,0
41.265,-72.605,0
41.265,-72.695,0
41.265,-72.705,0
41.265,-72.715,0
41.265,-72.725,0
41.265,-72.735,0
41.265,-72.765,0
41.265,-72.775,0
41.265,-72.785,0
41.265,-72.795,0
41.265,-72.805,0
41.265,-72.815,0
41.265,-72.825,0
41.265,-72.835,0
41.265,-72.845,0
41.265,-72.855,0
41.265,-72.865,0
41.265,-72.875,0
41.265,-72.895,0
41.265,-72.905,0
41.265,-72.935,0
41.265,-72.945,0
41.265,-72.955,0
41.265,-73.005,0
41.265,-73.015,0
41.265,-73.025,0
41.265,-73.035,0
41.265,-73.045,0
41.265,-73.055,0
41.265,-73.075,0
41.265,-73.095,0
41.265,-73.105,0
41.265,-73.115,0
41.265,-73.125,0
41.265,-73.135,0
41.265,-73.145,0
41.265,-73.165,0
41.265,-73.175,0
41.265,-73.185,0
41.265,-73.195,0
41.265,-73.205,0
41.265,-73.215,0
41.265,-73.225,0
41.265,-73.235,0
41.265,-73.255,0
41.265,-73.275,0
41.265,-73.285,0
41.265,-73.295,0
41.265,-73.305,0
41.265,-73.315,0
41.265,-73.365,0
41.265,-73.375,0
41.265,-73.425,0
41.265,-73.435,0
41.265,-73.445,0
41.265,-73.485,0
41.265,-73.495,0
41.265,-73.505,0
41.265,-73.515,0
41.265,-73.525,0
41.275,-72.345,0
41.275,-72.355,0
41.275,-72.365,0
41.275,-72.395,0
41.275,-72.405,0
41.275,-72.425,0
41.275,-72.435,0
41.275,-72.455,0
41.275,-72.465,0
41.275,-72.475,0
41.275,-72.485,0
41.275,-72.515,0
41.275,-72.525,0
41.275,-72.535,0
41.275,-72.545,0
41.275,-72.555,0
41.275,-72.565,0
41.275,-72.575,0
41.275,-72.585,0
41.275,-72.595,0
41.275,-72.605,0
41.275,-72.615,0
41.275,-72.625,0
41.275,-72.685,0
41.275,-72.695,0
41.275,-72.735,0
41.275,-72.745,0
41.275,-72.755,0
41.275,-72.765,0
41.275,-72.775,0
41.275,-72.795,0
41.275,-72.805,0
41.275,-72.815,0
41.275,-72.825,0
41.275,-72.835,0
41.275,-72.855,0
41.275,-72.865,0
41.275,-72.875,0
41.275,-72.895,0
41.275,-72.905,0
41.275,-72.935,0
41.275,-72.945,0
41.275,-73.005,0
41.275,-73.015,0
41.275,-73.025,0
41.275,-73.035,0
41.275,-73.045,0
41.275,-73.055,0
41.275,-73.065,0
41.275,-73.075,0
41.275,-73.085,0
41.275,-73.095,0
41.275,-73.115,0
41.275,-73.125,0
41.275,-73.135,0
41.275,-73.145,0
41.275,-73.155,0
41.275,-73.165,0
41.275,-73.175,0
41.275,-73.185,0
41.275,-73.195,0
41.275,-73.205,0
41.275,-73.215,0
41.275,-73.225,0
41.275,-73.235,0
41.275,-73.245,0
41.275,-73.255,0
41.275,-73.265,0
41.275,-73.275,0
41.275,-73.285,0
41.275,-73.295,0
41.275,-73.305,0
41.275,-73.315,0
41.275,-73.375,0
41.275,-73.385,0
41.275,-73.415,0
41.275,-73.425,0
41.275,-73.445,0
41.275,-73.455,0
41.275,-73.475,0
41.275,-73.485,0
41.275,-73.495,0
41.275,-73.505,0
41.275,-73.515,0
41.275,-73.525,0
41.285,-72.355,0
41.285,-72.365,0
41.285,-72.375,0
41.285,-72.385,0
41.285,-72.395,0
41.285,-72.405,0
41.285,-72.415,0
41.285,-72.425,0
41.285,-72.435,0
41.285,-72.445,0
41.285,-72.455,0
41.285,-72.525,0
41.285,-72.535,0
41.285,-72.585,0
41.285,-72.595,0
41.285,-72.605,0
41.285,-72.615,0
41.285,-72.625,0
41.285,-72.635,0
41.285,-72.645,0
41.285,-72.655,0
41.285,-72.665,0
41.285,-72.675,0
41.285,-72.685,0
41.285,-72.695,0
41.285,-72.765,0
41.285,-72.775,0
41.285,-72.785,0
41.285,-72.795,0
41.285,-72.805,0
41.285,-72.815,0
41.285,-72.825,0
41.285,-72.865,0
41.285,-72.875,0
41.285,-72.885,0
41.285,-72.895,0
41.285,-72.925,0
41.285,-72.935,0
41.285,-72.965,0
41.285,-72.975,0
41.285,-73.005,0
41.285,-73.015,0
41.285,-73.025,0
41.285,-73.035,0
41.285,-73.045,0
41.285,-73.055,0
41.285,-73.065,0
41.285,-73.075,0
41.285,-73.085,0
41.285,-73.095,0
41.285,-73.105,0
41.285,-73.115,0
41.285,-73.125,0
41.285,-73.135,0
41.285,-73.145,0
41.285,-73.155,0
41.285,-73.165,0
41.285,-73.175,0
41.285,-73.185,0
41.285,-73.195,0
41.285,-73.205,0
41.285,-73.215,0
41.285,-73.225,0
41.285,-73.235,0
41.285,-73.245,0
41.285,-73.255,0
41.285,-73.265,0
41.285,-73.275,0
41.285,-73.285,0
41.285,-73.295,0
41.285,-73.325,0
41.285,-73.335,0
41.285,-73.385,0
41.285,-73.395,0
41.285,-73.415,0
41.285,-73.445,0
41.285,-73.455,0
41.285,-73.475,0
41.285,-73.485,0
41.285,-73.495,0
41.285,-73.505,0
41.285,-73.515,0
41.295,-72.315,0
41.295,-72.325,0
41.295,-72.375,0
41.295,-72.445,0
41.295,-72.455,0
41.295,-72.525,0
41.295,-72.535,0
41.295,-72.545,0
41.295,-72.605,0
41.295,-72.615,0
41.295,-72.655,0
41.295,-72.665,0
41.295,-72.685,0
41.295,-72.695,0
41.295,-72.705,0
41.295,-72.765,0
41.295,-72.775,0
41.295,-72.785,0
41.295,-72.795,0
41.295,-72.815,0
41.295,-72.825,0
41.295,-72.855,0
41.295,-72.865,0
41.295,-72.895,0
41.295,-72.905,0
41.295,-72.915,0
41.295,-72.925,0
41.295,-72.945,0
41.295,-72.955,0
41.295,-72.965,0
41.295,-72.975,0
41.295,-72.985,0
41.295,-72.995,0
41.295,-73.025,0
41.295,-73.035,0
41.295,-73.045,0
41.295,-73.055,0
41.295,-73.065,0
41.295,-73.075,0
41.295,-73.085,0
41.295,-73.095,0
41.295,-73.105,0
41.295,-73.115,0
41.295,-73.135,0
41.295,-73.145,0
41.295,-73.155,0
41.295,-73.165,0
41.295,-73.175,0
41.295,-73.185,0
41.295,-73.195,0
41.295,-73.205,0
41.295,-73.215,0
41.295,-73.225,0
41.295,-73.235,0
41.295,-73.245,0
41.295,-73.255,0
41.295,-73.265,0
41.295,-73.275,0
41.295,-73.295,0
41.295,-73.305,0
41.295,-73.315,0
41.295,-73.325,0
41.295,-73.335,0
41.295,-73.345,0
41.295,-73.355,0
41.295,-73.365,0
41.295,-73.375,0
41.295,-73.385,0
41.295,-73.395,0
41.295,-73.405,0
41.295,-73.415,0
41.295,-73.425,0
41.295,-73.435,0
41.295,-73.445,0
41.295,-73.455,0
41.295,-73.465,0
41.295,-73.475,0
41.295,-73.485,0
41.295,-73.495,0
41.295,-73.505,0
41.295,-73.515,0
41.305,-72.005,0
41.305,-72.015,0
41.305,-72.095,0
41.305,-72.105,0
41.305,-72.115,0
41.305,-72.125,0
41.305,-72.135,0
41.305,-72.145,0
41.305,-72.255,0
41.305,-72.265,0
41.305,-72.275,0
41.305,-72.285,0
41.305,-72.295,0
41.305,-72.305,0
41.305,-72.315,0
41.305,-72.325,0
41.305,-72.335,0
41.305,-72.365,0
41.305,-72.375,0
41.305,-72.385,0
41.305,-72.455,0
41.305,-72.465,0
41.305,-72.475,0
41.305,-72.525,0
41.305,-72.545,0
41.305,-72.595,0
41.305,-72.605,0
41.305,-72.615,0
41.305,-72.625,0
41.305,-72.665,0
41.305,-72.675,0
41.305,-72.685,0
41.305,-72.695,0
41.305,-72.705,0
41.305,-72.715,0
41.305,-72.745,0
41.305,-72.755,0
41.305,-72.765,0
41.305,-72.775,0
41.305,-72.815,0
41.305,-72.825,0
41.305,-72.855,0
41.305,-72.905,0
41.305,-72.915,0
41.305,-72.925,0
41.305,-72.935,0
41.305,-72.945,0
41.305,-72.955,0
41.305,-72.965,0
41.305,-72.975,0
41.305,-72.985,0
41.305,-72.995,0
41.305,-73.025,0
41.305,-73.035,0
41.305,-73.045,0
41.305,-73.055,0
41.305,-73.065,0
41.305,-73.075,0
41.305,-73.085,0
41.305,-73.095,0
41.305,-73.105,0
41.305,-73.115,0
41.305,-73.125,0
41.305,-73.135,0
41.305,-73.145,0
41.305,-73.155,0
41.305,-73.165,0
41.305,-73.175,0
41.305,-73.185,0
41.305,-73.195,0
41.305,-73.205,0
41.305,-73.215,0
41.305,-73.225,0
41.305,-73.235,0
41.305,-73.245,0
41.305,-73.255,0
41.305,-73.265,0
41.305,-73.275,0
41.305,-73.295,0
41.305,-73.305,0
41.305,-73.315,0
41.305,-73.345,0
41.305,-73.365,0
41.305,-73.375,0
41.305,-73.385,0
41.305,-73.395,0
41.305,-73.405,0
41.305,-73.425,0
41.305,-73.435,0
41.305,-73.445,0
41.305,-73.455,0
41.305,-73.465,0
41.305,-73.475,0
41.305,-73.485,0
41.305,-73.505,0
41.305,-73.515,0
41.305,-73.525,0
41.305,-73.555,0
41.305,-73.565,0
41.315,-72.005,0
41.315,-72.015,0
41.315,-72.085,0
41.315,-72.095,0
41.315,-72.105,0
41.315,-72.115,0
41.315,-72.125,0
41.315,-72.145,0
41.315,-72.235,0
41.315,-72.245,0
41.315,-72.255,0
41.315,-72.335,0
41.315,-72.345,0
41.315,-72.355,0
